Township,Range,Section,Description and Class,Mineral Acres,County,MERIDIAN,Legal Description Short,PLSSID,FRSTDIVID,SECDIVID,STATEABBR,PRINMERCD,PRINMER,TWNSHPNO,TWNSHPFRAC,TWNSHPDIR,RANGENO,RANGEFRAC,RANGEDIR,TWNSHPDPCD,STEWARD,TWNSHPLAB,FRSTDIVTYP,FRSTDIVTXT,FRSTDIVNO,FRSTDIVDUP,FRSTDIVLAB,SECDIVTYP,SECDIVTXT,SECDIVNO,SECDIVLAB,QSEC,QQSEC,GOVLOT,RECRDAREATX,RECRDAREANO,GISACRE,REVISEDDATE,GlobalID,OBJECTID,Shape.STArea(),Shape.STLength(),SECDIVNOTE
2.0,13.0,10.0,ALL - T,640.0,Meade County,7,ASWSE,SD070020N0130E0,SD070020N0130E0SN100,SD070020N0130E0SN100ASWSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,13.0,10.0,ALL - T,640.0,Meade County,7,ASWSW,SD070020N0130E0,SD070020N0130E0SN100,SD070020N0130E0SN100ASWSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,13.0,11.0,ALL - T,640.0,Meade County,7,ANENE,SD070020N0130E0,SD070020N0130E0SN110,SD070020N0130E0SN110ANENE,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,11,0,11,A,Aliquot Part,NENE,NENE,NE,NENE,,40 Acres,40.0,40.1754451,1318550400000.0,{DC91F938-1FC7-4BD6-BE3C-3A3C41F07DD3},451389.0,315529.807970145,2246.8862451452264,
2.0,13.0,11.0,ALL - T,640.0,Meade County,7,ANENW,SD070020N0130E0,SD070020N0130E0SN110,SD070020N0130E0SN110ANENW,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,11,0,11,A,Aliquot Part,NENW,NENW,NW,NENW,,40 Acres,40.0,40.16908418,1318550400000.0,{EFFC3855-B79D-4001-AFB9-6DF8B29710DD},451385.0,315476.487863295,2246.6979490210792,
2.0,13.0,11.0,ALL - T,640.0,Meade County,7,ANESE,SD070020N0130E0,SD070020N0130E0SN110,SD070020N0130E0SN110ANESE,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,11,0,11,A,Aliquot Part,NESE,NESE,SE,NESE,,40 Acres,40.0,40.15427849,1318550400000.0,{D6939115-61D3-4CF2-B52F-90F0E6A2EFBC},451436.0,315286.49288831,2246.0212542719332,
2.0,13.0,11.0,ALL - T,640.0,Meade County,7,ANESW,SD070020N0130E0,SD070020N0130E0SN110,SD070020N0130E0SN110ANESW,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,11,0,11,A,Aliquot Part,NESW,NESW,SW,NESW,,40 Acres,40.0,40.15061711,1318550400000.0,{7B11C0B3-6BCC-4CAE-A028-33EFDB9F7227},451432.0,315254.45625174,2245.908675152623,
2.0,13.0,11.0,ALL - T,640.0,Meade County,7,ANWNE,SD070020N0130E0,SD070020N0130E0SN110,SD070020N0130E0SN110ANWNE,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,11,0,11,A,Aliquot Part,NWNE,NWNE,NE,NWNE,,40 Acres,40.0,40.17156275,1318550400000.0,{20E287D9-B3F4-4A5D-9742-77D8575CD2DD},451387.0,315497.64664659,2246.7723720078707,
2.0,13.0,11.0,ALL - T,640.0,Meade County,7,ANWNW,SD070020N0130E0,SD070020N0130E0SN110,SD070020N0130E0SN110ANWNW,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,11,0,11,A,Aliquot Part,NWNW,NWNW,NW,NWNW,,40 Acres,40.0,40.16772912,1318550400000.0,{E5CB20FA-A26B-4CAB-9010-97E9FE0EADC1},451384.0,315464.251895195,2246.6553333767047,
2.0,13.0,11.0,ALL - T,640.0,Meade County,7,ANWSE,SD070020N0130E0,SD070020N0130E0SN110,SD070020N0130E0SN110ANWSE,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,11,0,11,A,Aliquot Part,NWSE,NWSE,SE,NWSE,,40 Acres,40.0,40.15330998,1318550400000.0,{558E184F-B6B6-40A1-BD25-DCC6E33EABFD},451434.0,315277.18787328,2245.9888076388265,
2.0,13.0,11.0,ALL - T,640.0,Meade County,7,ANWSW,SD070020N0130E0,SD070020N0130E0SN110,SD070020N0130E0SN110ANWSW,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,11,0,11,A,Aliquot Part,NWSW,NWSW,SW,NWSW,,40 Acres,40.0,40.14680033,1318550400000.0,{CC8D5170-7F37-44AE-A51E-9990B525F4EE},451430.0,315222.768848195,2245.7965906883082,
2.0,13.0,11.0,ALL - T,640.0,Meade County,7,ASENE,SD070020N0130E0,SD070020N0130E0SN110,SD070020N0130E0SN110ASENE,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,11,0,11,A,Aliquot Part,SENE,SENE,NE,SENE,,40 Acres,40.0,40.16439525,1318550400000.0,{50F2A467-B5A1-4D52-8257-4883ECC03890},451413.0,315404.46194373,2246.4406631960837,
2.0,13.0,11.0,ALL - T,640.0,Meade County,7,ASENW,SD070020N0130E0,SD070020N0130E0SN110,SD070020N0130E0SN110ASENW,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,11,0,11,A,Aliquot Part,SENW,SENW,NW,SENW,,40 Acres,40.0,40.15815973,1318550400000.0,{D56F5A41-7CB5-4203-87E7-F69C9610AFD9},451409.0,315352.208220005,2246.255988050138,
2.0,13.0,11.0,ALL - T,640.0,Meade County,7,ASESE,SD070020N0130E0,SD070020N0130E0SN110,SD070020N0130E0SN110ASESE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,13.0,11.0,ALL - T,640.0,Meade County,7,ASESW,SD070020N0130E0,SD070020N0130E0SN110,SD070020N0130E0SN110ASESW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,13.0,11.0,ALL - T,640.0,Meade County,7,ASWNE,SD070020N0130E0,SD070020N0130E0SN110,SD070020N0130E0SN110ASWNE,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,11,0,11,A,Aliquot Part,SWNE,SWNE,NE,SWNE,,40 Acres,40.0,40.1605852,1318550400000.0,{C0A3101C-39AA-44F5-AB61-709135740AEA},451411.0,315372.88866385,2246.328809358945,
2.0,13.0,11.0,ALL - T,640.0,Meade County,7,ASWNW,SD070020N0130E0,SD070020N0130E0SN110,SD070020N0130E0SN110ASWNW,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,11,0,11,A,Aliquot Part,SWNW,SWNW,NW,SWNW,,40 Acres,40.0,40.15696212,1318550400000.0,{574F122C-9172-4BF2-A17D-48B6154E4540},451407.0,315341.13006834,2246.217394421574,
2.0,13.0,11.0,ALL - T,640.0,Meade County,7,ASWSE,SD070020N0130E0,SD070020N0130E0SN110,SD070020N0130E0SN110ASWSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,13.0,11.0,ALL - T,640.0,Meade County,7,ASWSW,SD070020N0130E0,SD070020N0130E0SN110,SD070020N0130E0SN110ASWSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,13.0,12.0,ALL - T,640.0,Meade County,7,ANENE,SD070020N0130E0,SD070020N0130E0SN120,SD070020N0130E0SN120ANENE,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,12,0,12,A,Aliquot Part,NENE,NENE,NE,NENE,,40 Acres,40.0,40.21235381,1318550400000.0,{C3B90099-479C-4A52-AA02-CD0B2E2838A8},451381.0,315827.07131963,2247.957511844682,
2.0,13.0,12.0,ALL - T,640.0,Meade County,7,ANENW,SD070020N0130E0,SD070020N0130E0SN120,SD070020N0130E0SN120ANENW,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,12,0,12,A,Aliquot Part,NENW,NENW,NW,NENW,,40 Acres,40.0,40.16242307,1318550400000.0,{3577C959-6800-4D2A-B4BA-7F13DEF42FC1},451386.0,315431.11272625,2246.5440825165256,
2.0,13.0,12.0,ALL - T,640.0,Meade County,7,ANESE,SD070020N0130E0,SD070020N0130E0SN120,SD070020N0130E0SN120ANESE,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,12,0,12,A,Aliquot Part,NESE,NESE,SE,NESE,,40 Acres,40.0,40.21825402,1318550400000.0,{BC6F9D99-27B3-4F28-A391-85B1CD47A082},451431.0,315795.999765225,2247.8425674280575,
2.0,13.0,12.0,ALL - T,640.0,Meade County,7,ANESW,SD070020N0130E0,SD070020N0130E0SN120,SD070020N0130E0SN120ANESW,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,12,0,12,A,Aliquot Part,NESW,NESW,SW,NESW,,40 Acres,40.0,40.17052935,1318550400000.0,{F8888270-FB75-459B-B56F-4034C2004E18},451435.0,315417.66928678,2246.4922397822893,
2.0,13.0,12.0,ALL - T,640.0,Meade County,7,ANWNE,SD070020N0130E0,SD070020N0130E0SN120,SD070020N0130E0SN120ANWNE,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,12,0,12,A,Aliquot Part,NWNE,NWNE,NE,NWNE,,40 Acres,40.0,40.18689489,1318550400000.0,{FA92DD60-E8F6-4722-A8D6-A390B267B123},451383.0,315625.240289775,2247.237108022075,
2.0,13.0,12.0,ALL - T,640.0,Meade County,7,ANWNW,SD070020N0130E0,SD070020N0130E0SN120,SD070020N0130E0SN120ANWNW,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,12,0,12,A,Aliquot Part,NWNW,NWNW,NW,NWNW,,40 Acres,40.0,40.1388131,1318550400000.0,{E3CF0CE1-5AD5-4CAD-BD79-19AB5E3E1396},451388.0,315243.894273035,2245.8758610568093,
2.0,13.0,12.0,ALL - T,640.0,Meade County,7,ANWSE,SD070020N0130E0,SD070020N0130E0SN120,SD070020N0130E0SN120ANWSE,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,12,0,12,A,Aliquot Part,NWSE,NWSE,SE,NWSE,,40 Acres,40.0,40.19525618,1318550400000.0,{569BEAF4-ED17-46FC-9CEF-60395BB8BDB7},451433.0,315613.60606919,2247.191570862406,
2.0,13.0,12.0,ALL - T,640.0,Meade County,7,ANWSW,SD070020N0130E0,SD070020N0130E0SN120,SD070020N0130E0SN120ANWSW,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,12,0,12,A,Aliquot Part,NWSW,NWSW,SW,NWSW,,40 Acres,40.0,40.14469513,1318550400000.0,{0D6DC932-FB1D-4EAA-8733-15C83DCC05B0},451437.0,315212.94683206,2245.761538430416,
2.0,13.0,12.0,ALL - T,640.0,Meade County,7,ASENE,SD070020N0130E0,SD070020N0130E0SN120,SD070020N0130E0SN120ASENE,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,12,0,12,A,Aliquot Part,SENE,SENE,NE,SENE,,40 Acres,40.0,40.21515309,1318550400000.0,{9FC17EE8-E51D-48C5-BE27-09DB7BD38D71},451406.0,315810.33507104,2247.895454435184,
2.0,13.0,12.0,ALL - T,640.0,Meade County,7,ASENW,SD070020N0130E0,SD070020N0130E0SN120,SD070020N0130E0SN120ASENW,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,12,0,12,A,Aliquot Part,SENW,SENW,NW,SENW,,40 Acres,40.0,40.16479136,1318550400000.0,{367372B2-DF19-42E8-9E3B-A3EA3B6047C0},451410.0,315411.19362711,2246.4708700424644,
2.0,13.0,12.0,ALL - T,640.0,Meade County,7,ASESE,SD070020N0130E0,SD070020N0130E0SN120,SD070020N0130E0SN120ASESE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,13.0,12.0,ALL - T,640.0,Meade County,7,ASESW,SD070020N0130E0,SD070020N0130E0SN120,SD070020N0130E0SN120ASESW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,13.0,12.0,ALL - T,640.0,Meade County,7,ASWNE,SD070020N0130E0,SD070020N0130E0SN120,SD070020N0130E0SN120ASWNE,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,12,0,12,A,Aliquot Part,SWNE,SWNE,NE,SWNE,,40 Acres,40.0,40.18955853,1318550400000.0,{023BF6ED-09E4-4F14-A62D-2C3CF2084B93},451408.0,315607.491067185,2247.171512260005,
2.0,13.0,12.0,ALL - T,640.0,Meade County,7,ASWNW,SD070020N0130E0,SD070020N0130E0SN120,SD070020N0130E0SN120ASWNW,SD,07,Black Hills Meridian,002,0,N,013,0,E,0,BLM Cadastral - MT,2N 13E,SN,Section,12,0,12,A,Aliquot Part,SWNW,SWNW,NW,SWNW,,40 Acres,40.0,40.1414452,1318550400000.0,{F533501A-1C04-431E-B0F7-56050624F93C},451412.0,315226.017280635,2245.810016982453,
2.0,13.0,12.0,ALL - T,640.0,Meade County,7,ASWSE,SD070020N0130E0,SD070020N0130E0SN120,SD070020N0130E0SN120ASWSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,13.0,12.0,ALL - T,640.0,Meade County,7,ASWSW,SD070020N0130E0,SD070020N0130E0SN120,SD070020N0130E0SN120ASWSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,11.0,1.0,"LOTS 1,2,3,4, S2N2, SE4 - T",480.52,Meade County,7,L1,SD070030N0110E0,SD070030N0110E0SN010,SD070030N0110E0SN010L1,SD,07,Black Hills Meridian,003,0,N,011,0,E,0,BLM Cadastral - MT,3N 11E,SN,Section,01,0,01,L,Government Lot,1,L 1,NE,NENE,L1,40.04 Acres,40.04,40.20992592,1318550400000.0,{EFBF026A-856D-4A32-AA8C-5E484645020E},476477.0,316807.382983675,2251.429254103241,
3.0,11.0,1.0,"LOTS 1,2,3,4, S2N2, SE4 - T",480.52,Meade County,7,L2,SD070030N0110E0,SD070030N0110E0SN010,SD070030N0110E0SN010L2,SD,07,Black Hills Meridian,003,0,N,011,0,E,0,BLM Cadastral - MT,3N 11E,SN,Section,01,0,01,L,Government Lot,2,L 2,NE,NWNE,L2,40.1 Acres,40.1,40.26281416,1318550400000.0,{53C307C0-F85B-41CE-91EF-BC106D2477B5},476476.0,317222.21143937,2252.905398168633,
3.0,11.0,1.0,"LOTS 1,2,3,4, S2N2, SE4 - T",480.52,Meade County,7,L3,SD070030N0110E0,SD070030N0110E0SN010,SD070030N0110E0SN010L3,SD,07,Black Hills Meridian,003,0,N,011,0,E,0,BLM Cadastral - MT,3N 11E,SN,Section,01,0,01,L,Government Lot,3,L 3,NW,NENW,L3,40.16 Acres,40.16,40.30852677,1318550400000.0,{CEA2B1BE-3FF5-4802-9205-93733088D855},476474.0,317580.579652925,2254.1815910963783,
3.0,11.0,1.0,"LOTS 1,2,3,4, S2N2, SE4 - T",480.52,Meade County,7,L4,SD070030N0110E0,SD070030N0110E0SN010,SD070030N0110E0SN010L4,SD,07,Black Hills Meridian,003,0,N,011,0,E,0,BLM Cadastral - MT,3N 11E,SN,Section,01,0,01,L,Government Lot,4,L 4,NW,NWNW,L4,40.22 Acres,40.22,40.36414013,1318550400000.0,{78B00298-929B-4AD8-B850-6B307634702A},476470.0,318016.82377808,2255.733756428188,
3.0,11.0,1.0,"LOTS 1,2,3,4, S2N2, SE4 - T",480.52,Meade County,7,ANESE,SD070030N0110E0,SD070030N0110E0SN010,SD070030N0110E0SN010ANESE,SD,07,Black Hills Meridian,003,0,N,011,0,E,0,BLM Cadastral - MT,3N 11E,SN,Section,01,0,01,A,Aliquot Part,NESE,NESE,SE,NESE,,40 Acres,40.0,40.20506804,1318550400000.0,{18B76443-9ECE-4A76-98DB-3340D39E0F48},476523.0,316691.46819301,2251.020884013195,
3.0,11.0,1.0,"LOTS 1,2,3,4, S2N2, SE4 - T",480.52,Meade County,7,ANWSE,SD070030N0110E0,SD070030N0110E0SN010,SD070030N0110E0SN010ANWSE,SD,07,Black Hills Meridian,003,0,N,011,0,E,0,BLM Cadastral - MT,3N 11E,SN,Section,01,0,01,A,Aliquot Part,NWSE,NWSE,SE,NWSE,,40 Acres,40.0,40.18457222,1318550400000.0,{E2FF86C5-1293-4223-9E1A-2F2CC7CCB57A},476524.0,316528.07901648,2250.4373469866337,
3.0,11.0,1.0,"LOTS 1,2,3,4, S2N2, SE4 - T",480.52,Meade County,7,ASESE,SD070030N0110E0,SD070030N0110E0SN010,SD070030N0110E0SN010ASESE,SD,07,Black Hills Meridian,003,0,N,011,0,E,0,BLM Cadastral - MT,3N 11E,SN,Section,01,0,01,A,Aliquot Part,SESE,SESE,SE,SESE,,40 Acres,40.0,40.17572663,1318550400000.0,{280FE375-0D2D-4CDF-8034-D76E40DBE424},476550.0,316421.494298625,2250.0613296923934,
3.0,11.0,1.0,"LOTS 1,2,3,4, S2N2, SE4 - T",480.52,Meade County,7,ASWSE,SD070030N0110E0,SD070030N0110E0SN010,SD070030N0110E0SN010ASWSE,SD,07,Black Hills Meridian,003,0,N,011,0,E,0,BLM Cadastral - MT,3N 11E,SN,Section,01,0,01,A,Aliquot Part,SWSE,SWSE,SE,SWSE,,40 Acres,40.0,40.15539915,1318550400000.0,{7582A357-3812-4943-B612-359F84C4F66B},476549.0,316259.48007287,2249.482593514849,
4.0,13.0,8.0,S2 - T,320.0,Meade County,7,ANESE,SD070040N0130E0,SD070040N0130E0SN080,SD070040N0130E0SN080ANESE,SD,07,Black Hills Meridian,004,0,N,013,0,E,0,BLM Cadastral - MT,4N 13E,SN,Section,08,0,08,A,Aliquot Part,NESE,NESE,SE,NESE,,40 Acres,40.0,40.02315983,1318550400000.0,{8B12E0FE-96F4-45B2-9F82-718E9E28A721},506692.0,316088.58710068,2248.92140034845,
4.0,13.0,8.0,S2 - T,320.0,Meade County,7,ANESW,SD070040N0130E0,SD070040N0130E0SN080,SD070040N0130E0SN080ANESW,SD,07,Black Hills Meridian,004,0,N,013,0,E,0,BLM Cadastral - MT,4N 13E,SN,Section,08,0,08,A,Aliquot Part,NESW,NESW,SW,NESW,,40 Acres,40.0,39.99993557,1318550400000.0,{552A0220-1223-4F86-BA25-F1C2788FCC53},506695.0,315901.590843765,2248.267743841062,
4.0,13.0,8.0,S2 - T,320.0,Meade County,7,ANWSE,SD070040N0130E0,SD070040N0130E0SN080,SD070040N0130E0SN080ANWSE,SD,07,Black Hills Meridian,004,0,N,013,0,E,0,BLM Cadastral - MT,4N 13E,SN,Section,08,0,08,A,Aliquot Part,NWSE,NWSE,SE,NWSE,,40 Acres,40.0,40.01215341,1318550400000.0,{1CE3F7FA-09EA-4DF5-B15B-94BF70DA2396},506694.0,315999.84259751,2248.611334860344,
4.0,13.0,8.0,S2 - T,320.0,Meade County,7,ANWSW,SD070040N0130E0,SD070040N0130E0SN080,SD070040N0130E0SN080ANWSW,SD,07,Black Hills Meridian,004,0,N,013,0,E,0,BLM Cadastral - MT,4N 13E,SN,Section,08,0,08,A,Aliquot Part,NWSW,NWSW,SW,NWSW,,40 Acres,40.0,39.98638229,1318550400000.0,{C98A92CC-4BCC-4230-955F-9387292D3AF1},506696.0,315792.75615819,2247.8873142696657,
4.0,13.0,8.0,S2 - T,320.0,Meade County,7,ASESE,SD070040N0130E0,SD070040N0130E0SN080,SD070040N0130E0SN080ASESE,SD,07,Black Hills Meridian,004,0,N,013,0,E,0,BLM Cadastral - MT,4N 13E,SN,Section,08,0,08,A,Aliquot Part,SESE,SESE,SE,SESE,,40 Acres,40.0,40.05517002,1318550400000.0,{B2F1E482-B652-4E30-AE22-C0D5F3F93535},506716.0,316302.43329692,2249.676441540951,
4.0,13.0,8.0,S2 - T,320.0,Meade County,7,ASESW,SD070040N0130E0,SD070040N0130E0SN080,SD070040N0130E0SN080ASESW,SD,07,Black Hills Meridian,004,0,N,013,0,E,0,BLM Cadastral - MT,4N 13E,SN,Section,08,0,08,A,Aliquot Part,SESW,SESW,SW,SESW,,40 Acres,40.0,40.03199725,1318550400000.0,{7D384574-DDD6-478F-9164-52D9FA13CBB0},506719.0,316115.816876475,2249.0234995315695,
4.0,13.0,8.0,S2 - T,320.0,Meade County,7,ASWSE,SD070040N0130E0,SD070040N0130E0SN080,SD070040N0130E0SN080ASWSE,SD,07,Black Hills Meridian,004,0,N,013,0,E,0,BLM Cadastral - MT,4N 13E,SN,Section,08,0,08,A,Aliquot Part,SWSE,SWSE,SE,SWSE,,40 Acres,40.0,40.04408357,1318550400000.0,{DE534C0C-041E-45FB-B895-07FB05986494},506718.0,316213.057175945,2249.3638350096357,
4.0,13.0,8.0,S2 - T,320.0,Meade County,7,ASWSW,SD070040N0130E0,SD070040N0130E0SN080,SD070040N0130E0SN080ASWSW,SD,07,Black Hills Meridian,004,0,N,013,0,E,0,BLM Cadastral - MT,4N 13E,SN,Section,08,0,08,A,Aliquot Part,SWSW,SWSW,SW,SWSW,,40 Acres,40.0,40.01829268,1318550400000.0,{74EC6A03-968F-440E-AEBB-AF80B4E7572C},506720.0,316005.87607897,2248.638802565145,
4.0,13.0,12.0,S2 - T,320.0,Meade County,7,ANESE,SD070040N0130E0,SD070040N0130E0SN120,SD070040N0130E0SN120ANESE,SD,07,Black Hills Meridian,004,0,N,013,0,E,0,BLM Cadastral - MT,4N 13E,SN,Section,12,0,12,A,Aliquot Part,NESE,NESE,SE,NESE,,40 Acres,40.0,39.98041804,1318550400000.0,{EE1B1D8F-06D8-46E4-9419-F230FD1C8233},506689.0,315779.643093125,2247.9338931556986,
4.0,13.0,12.0,S2 - T,320.0,Meade County,7,ANESW,SD070040N0130E0,SD070040N0130E0SN120,SD070040N0130E0SN120ANESW,SD,07,Black Hills Meridian,004,0,N,013,0,E,0,BLM Cadastral - MT,4N 13E,SN,Section,12,0,12,A,Aliquot Part,NESW,NESW,SW,NESW,,40 Acres,40.0,39.9348614,1318550400000.0,{B51E1A49-EF15-44DA-BBDE-D555B1A61432},506698.0,315415.587985575,2246.6451805043803,
4.0,13.0,12.0,S2 - T,320.0,Meade County,7,ANWSE,SD070040N0130E0,SD070040N0130E0SN120,SD070040N0130E0SN120ANWSE,SD,07,Black Hills Meridian,004,0,N,013,0,E,0,BLM Cadastral - MT,4N 13E,SN,Section,12,0,12,A,Aliquot Part,NWSE,NWSE,SE,NWSE,,40 Acres,40.0,39.95834432,1318550400000.0,{5EAD388D-7F9E-4F37-B13F-14A9534BFB00},506691.0,315603.14943677,2247.3096273480273,
4.0,13.0,12.0,S2 - T,320.0,Meade County,7,ANWSW,SD070040N0130E0,SD070040N0130E0SN120,SD070040N0130E0SN120ANWSW,SD,07,Black Hills Meridian,004,0,N,013,0,E,0,BLM Cadastral - MT,4N 13E,SN,Section,12,0,12,A,Aliquot Part,NWSW,NWSW,SW,NWSW,,40 Acres,40.0,39.90997136,1318550400000.0,{2EC832DA-6451-44E7-B91C-6EA70BBF9F3A},506705.0,315216.8976858,2245.9419481095283,
4.0,13.0,12.0,S2 - T,320.0,Meade County,7,ASESE,SD070040N0130E0,SD070040N0130E0SN120,SD070040N0130E0SN120ASESE,SD,07,Black Hills Meridian,004,0,N,013,0,E,0,BLM Cadastral - MT,4N 13E,SN,Section,12,0,12,A,Aliquot Part,SESE,SESE,SE,SESE,,40 Acres,40.0,39.99598656,1318550400000.0,{EA926D61-EC61-4CFE-B877-8963A70D16DD},506713.0,315863.7324101,2248.2219436788814,
4.0,13.0,12.0,S2 - T,320.0,Meade County,7,ASESW,SD070040N0130E0,SD070040N0130E0SN120,SD070040N0130E0SN120ASESW,SD,07,Black Hills Meridian,004,0,N,013,0,E,0,BLM Cadastral - MT,4N 13E,SN,Section,12,0,12,A,Aliquot Part,SESW,SESW,SW,SESW,,40 Acres,40.0,39.95042865,1318550400000.0,{DF01B65A-27D4-4554-BA4D-C1E76FD84C35},506722.0,315499.70232728,2246.9320866395374,
4.0,13.0,12.0,S2 - T,320.0,Meade County,7,ASWSE,SD070040N0130E0,SD070040N0130E0SN120,SD070040N0130E0SN120ASWSE,SD,07,Black Hills Meridian,004,0,N,013,0,E,0,BLM Cadastral - MT,4N 13E,SN,Section,12,0,12,A,Aliquot Part,SWSE,SWSE,SE,SWSE,,40 Acres,40.0,39.97384701,1318550400000.0,{BDC1AFBE-D2D8-4816-999B-6896F6B1692D},506715.0,315686.776536985,2247.5953456142433,
4.0,13.0,12.0,S2 - T,320.0,Meade County,7,ASWSW,SD070040N0130E0,SD070040N0130E0SN120,SD070040N0130E0SN120ASWSW,SD,07,Black Hills Meridian,004,0,N,013,0,E,0,BLM Cadastral - MT,4N 13E,SN,Section,12,0,12,A,Aliquot Part,SWSW,SWSW,SW,SWSW,,40 Acres,40.0,39.92539571,1318550400000.0,{E5EB36F2-A68C-424B-83D4-8A202600CD2A},506730.0,315299.950170815,2246.2244892043805,
4.0,13.0,13.0,"NE4, W2 - T",480.0,Meade County,7,ANENE,SD070040N0130E0,SD070040N0130E0SN130,SD070040N0130E0SN130ANENE,SD,07,Black Hills Meridian,004,0,N,013,0,E,0,BLM Cadastral - MT,4N 13E,SN,Section,13,0,13,A,Aliquot Part,NENE,NENE,NE,NENE,,40 Acres,40.0,40.08379469,1318550400000.0,{7A2A8A1B-5639-4853-804F-9AA54BB082E9},506737.0,316518.17724506,2250.5465057419997,
4.0,13.0,13.0,"NE4, W2 - T",480.0,Meade County,7,ANENW,SD070040N0130E0,SD070040N0130E0SN130,SD070040N0130E0SN130ANENW,SD,07,Black Hills Meridian,004,0,N,013,0,E,0,BLM Cadastral - MT,4N 13E,SN,Section,13,0,13,A,Aliquot Part,NENW,NENW,NW,NENW,,40 Acres,40.0,39.990238,1318550400000.0,{C6BF1379-2B33-4725-A149-E30EC459A74D},506746.0,315775.24206419,2247.902783191337,
4.0,13.0,13.0,"NE4, W2 - T",480.0,Meade County,7,ANESW,SD070040N0130E0,SD070040N0130E0SN130,SD070040N0130E0SN130ANESW,SD,07,Black Hills Meridian,004,0,N,013,0,E,0,BLM Cadastral - MT,4N 13E,SN,Section,13,0,13,A,Aliquot Part,NESW,NESW,SW,NESW,,40 Acres,40.0,40.02445304,1318550400000.0,{CE0BA538-DD08-4964-9BB3-07F7F5D7CE3F},506800.0,315967.7367267,2248.5486727343036,
4.0,13.0,13.0,"NE4, W2 - T",480.0,Meade County,7,ANWNE,SD070040N0130E0,SD070040N0130E0SN130,SD070040N0130E0SN130ANWNE,SD,07,Black Hills Meridian,004,0,N,013,0,E,0,BLM Cadastral - MT,4N 13E,SN,Section,13,0,13,A,Aliquot Part,NWNE,NWNE,NE,NWNE,,40 Acres,40.0,40.036342,1318550400000.0,{910161AB-CCD0-400E-BACC-18A77BB259D4},506739.0,316141.41252195,2249.2059473406316,
